Position;Track Name;Artist;Streams;Date;Genre
102;Breaking Me;Topic;924115;28.02.21;['german dance', 'pop dance', 'tropical house', 'edm', 'dance pop', 'pop edm']
103;Wishing Well;Juice WRLD;920956;28.02.21;['melodic rap', 'chicago rap']
104;UN DIA (ONE DAY) (Feat. Tainy);J Balvin;920369;28.02.21;['reggaeton colombiano', 'reggaeton', 'trap latino', 'latin']
105;Fiel;Los Legendarios;915652;28.02.21;['trap latino', 'reggaeton', 'latin']
106;Daddy Issues;The Neighbourhood;892336;28.02.21;['shimmer pop', 'modern rock', 'pop', 'modern alternative rock']
107;In Your Eyes;The Weeknd;891384;28.02.21;['canadian pop', 'canadian contemporary r&b', 'pop']
108;Hello (feat. A Boogie Wit da Hoodie);Pop Smoke;890288;28.02.21;['brooklyn drill']
109;Vida de Rico;Camilo;886631;28.02.21;['reggaeton colombiano', 'colombian pop']
110;HOLIDAY;Lil Nas X;882900;28.02.21;['lgbtq+ hip hop', 'pop rap']
111;test drive;Ariana Grande;881399;28.02.21;['pop', 'post-teen pop', 'dance pop']
112;Say You Won't Let Go;James Arthur;880781;28.02.21;['pop', 'uk pop', 'talent show', 'post-teen pop']
113;La Tóxica;Farruko;874658;28.02.21;['reggaeton', 'latin', 'latin hip hop', 'trap latino']
114;Jocelyn Flores;XXXTENTACION;872912;28.02.21;['miami hip hop', 'emo rap']
115;Perfect;Ed Sheeran;869484;28.02.21;['uk pop', 'pop']
116;Dreams - 2004 Remaster;Fleetwood Mac;868653;28.02.21;['yacht rock', 'classic rock', 'mellow gold', 'soft rock', 'album rock', 'rock']
117;Robbery;Juice WRLD;866875;28.02.21;['melodic rap', 'chicago rap']
118;Shape of You;Ed Sheeran;862105;28.02.21;['uk pop', 'pop']
119;Una Locura;Ozuna;860833;28.02.21;['puerto rican pop', 'trap latino', 'reggaeton', 'latin']
120;HIGHEST IN THE ROOM;Travis Scott;856777;28.02.21;['slap house', 'rap']
121;Facas - Ao Vivo;Diego & Victor Hugo;855064;28.02.21;['latin pop', 'latin', 'latin arena pop', 'mexican pop', 'post-teen pop']
122;Take Me To Church;Hozier;851337;28.02.21;['irish singer-songwriter', 'pop', 'modern rock']
123;Take You Dancing;Jason Derulo;848661;28.02.21;['dance pop', 'pop', 'post-teen pop', 'pop rap']
124;Polvo;Nicky Jam;848434;28.02.21;['latin', 'reggaeton', 'latin hip hop', 'trap latino']
125;Starboy;The Weeknd;847396;28.02.21;['canadian pop', 'canadian contemporary r&b', 'pop']
126;Dior;Pop Smoke;846339;28.02.21;['brooklyn drill']
127;Falling;Trevor Daniel;844424;28.02.21;['melodic rap', 'pop rap', 'alternative r&b']
128;Hayloft;Mother Mother;844254;28.02.21;['vancouver indie', 'indie pop']
129;I Feel It Coming;The Weeknd;843836;28.02.21;['canadian pop', 'canadian contemporary r&b', 'pop']
130;Bohemian Rhapsody - Remastered 2011;Queen;843265;28.02.21;['glam rock', 'classic rock', 'rock']
131;All Girls Are The Same;Juice WRLD;838110;28.02.21;['melodic rap', 'chicago rap']
132;Train Wreck;James Arthur;837415;28.02.21;['pop', 'uk pop', 'talent show', 'post-teen pop']
133;Parce (feat. Justin Quiles);Maluma;828759;28.02.21;['reggaeton colombiano', 'reggaeton', 'latin']
134;Why'd You Only Call Me When You're High?;Arctic Monkeys;823602;28.02.21;['sheffield indie', 'garage rock', 'permanent wave', 'modern rock', 'rock']
135;Come & Go (with Marshmello);Juice WRLD;822637;28.02.21;['melodic rap', 'chicago rap']
136;Put Your Records On;Ritt Momney;821717;28.02.21;['bedroom pop']
137;Life Is Good (feat. Drake);Future;821261;28.02.21;['rap', 'atl hip hop', 'trap', 'pop rap', 'southern hip hop']
138;La Curiosidad;Jay Wheeler;819458;28.02.21;['trap latino', 'reggaeton', 'latin']
139;Do I Wanna Know?;Arctic Monkeys;811569;28.02.21;['sheffield indie', 'garage rock', 'permanent wave', 'modern rock', 'rock']
140;All We Got (feat. KIDDO);Robin Schulz;808514;28.02.21;['german dance', 'tropical house', 'deep euro house', 'pop dance', 'deep house', 'edm', 'pop', 'dance pop']
141;SAD!;XXXTENTACION;796702;28.02.21;['miami hip hop', 'emo rap']
142;Tusa;KAROL G;796576;28.02.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
143;All of Me;John Legend;796423;28.02.21;['pop soul', 'neo soul', 'pop', 'r&b', 'urban contemporary']
144;Love Story (Taylor’s Version);Taylor Swift;795179;28.02.21;['pop', 'post-teen pop']
145;Se Te Nota (with Guaynaa);Lele Pons;794520;28.02.21;['viral pop', 'latin pop']
146;7 rings;Ariana Grande;793193;28.02.21;['pop', 'post-teen pop', 'dance pop']
147;Tú Me Dejaste De Querer;C. Tangana;788395;28.02.21;['urbano espanol']
148;SICKO MODE;Travis Scott;785303;28.02.21;['slap house', 'rap']
149;Martin & Gina;Polo G;783245;28.02.21;['chicago rap']
150;If the World Was Ending - feat. Julia Michaels;JP Saxe;782815;28.02.21;['indie cafe pop', 'pop', 'canadian contemporary r&b', 'alt z', 'post-teen pop']
151;Every Breath You Take;The Police;782117;28.02.21;['permanent wave', 'rock', 'classic rock', 'soft rock', 'album rock', 'mellow gold', 'art rock', 'new wave']
152;Coração Na Cama - Ao Vivo;Hugo & Guilherme;777089;28.02.21;['thai folk']
153;Break My Heart;Dua Lipa;776939;28.02.21;['uk pop', 'pop', 'dance pop']
154;Ride It;Regard;774256;28.02.21;['slap house', 'pop dance', 'tropical house', 'edm', 'dance pop', 'pop edm']
155;Falling;Harry Styles;772279;28.02.21;['pop', 'post-teen pop']
156;Somebody That I Used To Know;Gotye;766455;28.02.21;['australian pop']
157;Stuck with U (with Justin Bieber);Ariana Grande;763378;28.02.21;['pop', 'post-teen pop', 'dance pop']
158;Mood Swings (feat. Lil Tjay);Pop Smoke;761221;28.02.21;['brooklyn drill']
159;Ponte Pa' Mi;Justin Quiles;756380;28.02.21;['trap latino', 'reggaeton', 'latin']
160;my ex's best friend (with blackbear);Machine Gun Kelly;755950;28.02.21;['ohio hip hop', 'pop rap']
161;Yellow;Coldplay;741605;28.02.21;['permanent wave', 'pop']
162;SO DONE;The Kid LAROI;741350;28.02.21;['australian hip hop']
163;Antes;Anuel AA;739708;28.02.21;['trap boricua', 'trap latino', 'reggaeton', 'reggaeton flow', 'latin']
164;Godzilla (feat. Juice WRLD);Eminem;732893;28.02.21;['detroit hip hop', 'rap', 'hip hop']
165;Rain On Me (with Ariana Grande);Lady Gaga;730745;28.02.21;['pop', 'post-teen pop', 'dance pop']
166;everything i wanted;Billie Eilish;728043;28.02.21;['pop', 'electropop']
167;when the party's over;Billie Eilish;723623;28.02.21;['pop', 'electropop']
168;ROXANNE;Arizona Zervas;722586;28.02.21;['rhode island rap', 'pop rap']
169;Love Not War (The Tampa Beat);Jason Derulo;720255;28.02.21;['dance pop', 'pop', 'post-teen pop', 'pop rap']
170;Take on Me;a-ha;716398;28.02.21;['new romantic', 'synthpop', 'new wave', 'permanent wave', 'new wave pop', 'soft rock', 'europop']
171;POPSTAR (feat. Drake);DJ Khaled;715566;28.02.21;['pop rap', 'rap', 'miami hip hop', 'southern hip hop', 'trap', 'hip hop']
172;Alô Ambev (Segue Sua Vida) - Ao Vivo;Zé Neto & Cristiano;714105;28.02.21;"['Sorry', ""that one doesn't seem to be on any of these maps yet.""]"
173;Riptide;Vance Joy;713364;28.02.21;['folk-pop', 'pop rock', 'modern rock', 'pop']
174;Closer;The Chainsmokers;712217;28.02.21;['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']
175;Just the Way You Are;Bruno Mars;710732;28.02.21;['pop', 'post-teen pop', 'dance pop']
176;hot girl bummer;blackbear;709458;28.02.21;['pop rap', 'pop', 'electropop', 'modern rock']
177;Head Shoulders Knees & Toes (feat. Norma Jean Martine);Ofenbach;707850;28.02.21;['tropical house', 'pop dance', 'new french touch', 'edm']
178;Jeans;Justin Quiles;707502;28.02.21;['trap latino', 'reggaeton', 'latin']
179;Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track;Jack Harlow;702761;28.02.21;['kentucky hip hop', 'rap', 'deep underground hip hop', 'pop rap']
180;Hope;XXXTENTACION;698921;28.02.21;['miami hip hop', 'emo rap']
181;Counting Stars;OneRepublic;698812;28.02.21;['pop rock', 'piano rock', 'pop', 'dance pop', 'post-teen pop']
182;The Less I Know The Better;Tame Impala;694461;28.02.21;['australian psych', 'neo-psychedelic']
183;Mr. Brightside;The Killers;692419;28.02.21;['dance rock', 'permanent wave', 'modern rock', 'rock']
184;Star Shopping;Lil Peep;692239;28.02.21;['lgbtq+ hip hop', 'emo rap']
185;How You Like That;BLACKPINK;691768;28.02.21;['k-pop girl group', 'k-pop']
186;Stressed Out;Twenty One Pilots;691453;28.02.21;['modern rock', 'rock']
187;rockstar (feat. 21 Savage);Post Malone;690218;28.02.21;['dfw rap', 'melodic rap', 'rap']
188;BOOKER T;Bad Bunny;689839;28.02.21;['trap latino', 'reggaeton', 'latin']
189;Smells Like Teen Spirit;Nirvana;689285;28.02.21;['grunge', 'permanent wave', 'alternative rock', 'rock']
190;Sofia;Clairo;684918;28.02.21;['bedroom pop', 'indie pop', 'pop']
191;Electric Love;BØRNS;682433;28.02.21;['modern rock', 'modern alternative rock', 'pop', 'electropop']
192;Someone To You;BANNERS;682388;28.02.21;['indie cafe pop', 'pop rock', 'modern rock', 'pop', 'indie poptimism']
193;Billie Jean;Michael Jackson;679690;28.02.21;['soul', 'r&b', 'pop']
194;Maniac;Conan Gray;679133;28.02.21;['bedroom pop', 'pop', 'alt z', 'post-teen pop', 'indie pop', 'electropop']
195;Moonlight;XXXTENTACION;675627;28.02.21;['miami hip hop', 'emo rap']
196;Say So;Doja Cat;673690;28.02.21;['pop', 'dance pop']
197;Wonderwall - Remastered;Oasis;673473;28.02.21;['madchester', 'permanent wave', 'beatlesque', 'britpop', 'rock']
198;Meia Noite (Você tem meu Whatsapp);Tarcísio do Acordeon;672156;28.02.21;['forro', 'sertanejo pop', 'batidao romantico', 'funk carioca', 'piseiro', 'sertanejo', 'sertanejo universitario']
199;Toosie Slide;Drake;671089;28.02.21;['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']
200;One More Time;Daft Punk;668110;28.02.21;['filter house', 'electro']
1;drivers license;Olivia Rodrigo;5202794;01.03.21;['pop']
2;Save Your Tears;The Weeknd;3966280;01.03.21;['canadian pop', 'canadian contemporary r&b', 'pop']
3;Blinding Lights;The Weeknd;3280968;01.03.21;['canadian pop', 'canadian contemporary r&b', 'pop']
4;telepatía;Kali Uchis;3156979;01.03.21;['colombian pop', 'pop']
5;DÁKITI;Bad Bunny;3151274;01.03.21;['trap latino', 'reggaeton', 'latin']
6;Calling My Phone;Lil Tjay;3108487;01.03.21;['melodic rap', 'nyc rap', 'brooklyn drill']
7;Astronaut In The Ocean;Masked Wolf;3017674;01.03.21;['australian hip hop']
8;Bandido;Myke Towers;2595691;01.03.21;['trap latino']
9;The Business;Tiësto;2552394;01.03.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
10;Mood (feat. iann dior);24kGoldn;2552307;01.03.21;['cali rap']
11;WITHOUT YOU;The Kid LAROI;2530945;01.03.21;['australian hip hop']
12;Streets;Doja Cat;2370189;01.03.21;['pop', 'dance pop']
13;LA NOCHE DE ANOCHE;Bad Bunny;2351092;01.03.21;['trap latino', 'reggaeton', 'latin']
14;Good Days;SZA;2167840;01.03.21;['pop', 'r&b', 'pop rap']
15;Up;Cardi B;2113784;01.03.21;['pop rap', 'pop', 'rap', 'dance pop']
16;Levitating (feat. DaBaby);Dua Lipa;2107532;01.03.21;['uk pop', 'pop', 'dance pop']
17;Heartbreak Anniversary;Giveon;2085553;01.03.21;['pop', 'r&b']
18;Dynamite;BTS;2060508;01.03.21;['k-pop boy group', 'k-pop']
19;Whoopty;CJ;2058853;01.03.21;['nyc rap']
20;positions;Ariana Grande;2024274;01.03.21;['pop', 'post-teen pop', 'dance pop']
21;34+35;Ariana Grande;1970791;01.03.21;['pop', 'post-teen pop', 'dance pop']
22;Baila Conmigo (with Rauw Alejandro);Selena Gomez;1966668;01.03.21;['pop', 'post-teen pop', 'dance pop']
23;BICHOTA;KAROL G;1953713;01.03.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
24;Ella No Es Tuya - Remix;Rochy RD;1867135;01.03.21;['dembow', 'rap dominicano', 'dominican pop', 'trap latino']
25;Lemonade (feat. Gunna, Don Toliver & NAV);Internet Money;1838686;01.03.21;['trap', 'rap', 'pop rap']
26;We're Good;Dua Lipa;1766891;01.03.21;['uk pop', 'pop', 'dance pop']
27;Someone You Loved;Lewis Capaldi;1747637;01.03.21;['uk pop', 'pop']
28;Hecha Pa' Mi;Boza;1747381;01.03.21;['reggaeton']
29;Anyone;Justin Bieber;1736580;01.03.21;['canadian pop', 'post-teen pop', 'pop']
30;Paradise (feat. Dermot Kennedy);MEDUZA;1714624;01.03.21;['pop house', 'pop dance', 'tropical house', 'edm', 'dance pop']
31;you broke me first;Tate McRae;1684818;01.03.21;['pop', 'alt z', 'post-teen pop', 'electropop', 'dance pop']
32;Wellerman - Sea Shanty / 220 KID x Billen Ted Remix;Nathan Evans;1661055;01.03.21;['german pop', 'kleine hoerspiel', 'german rock', 'shanty']
33;Heat Waves;Glass Animals;1650912;01.03.21;['gauze pop', 'shiver pop', 'indietronica']
34;What You Know Bout Love;Pop Smoke;1646787;01.03.21;['brooklyn drill']
35;Arcade;Duncan Laurence;1643942;01.03.21;['dutch pop']
36;Goosebumps - Remix;Travis Scott;1608156;01.03.21;['slap house', 'rap']
37;Watermelon Sugar;Harry Styles;1583974;01.03.21;['pop', 'post-teen pop']
38;Therefore I Am;Billie Eilish;1573983;01.03.21;['pop', 'electropop']
39;Your Love (9PM);ATB;1555876;01.03.21;['german dance', 'german trance', 'german techno', 'trance']
40;Head & Heart (feat. MNEK);Joel Corry;1545004;01.03.21;['uk dance', 'pop dance', 'tropical house', 'dance pop', 'edm']
41;ROCKSTAR (feat. Roddy Ricch);DaBaby;1522056;01.03.21;['north carolina hip hop', 'rap']
42;GIRL LIKE ME;Black Eyed Peas;1476413;01.03.21;['dance pop', 'pop rap', 'pop']
43;Prisoner (feat. Dua Lipa);Miley Cyrus;1454926;01.03.21;['pop', 'post-teen pop', 'dance pop']
44;Sweater Weather;The Neighbourhood;1434818;01.03.21;['shimmer pop', 'modern rock', 'pop', 'modern alternative rock']
45;Hawái;Maluma;1378096;01.03.21;['reggaeton colombiano', 'reggaeton', 'latin']
46;Dance Monkey;Tones And I;1366601;01.03.21;['australian pop', 'pop']
47;WAP (feat. Megan Thee Stallion);Cardi B;1345553;01.03.21;['pop rap', 'pop', 'rap', 'dance pop']
48;Reloj;Rauw Alejandro;1342133;01.03.21;['puerto rican pop', 'trap latino']
49;Don't Start Now;Dua Lipa;1329978;01.03.21;['uk pop', 'pop', 'dance pop']
50;Roses - Imanbek Remix;SAINt JHN;1329491;01.03.21;['melodic rap', 'slap house', 'rap', 'pop rap']
51;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;1273378;01.03.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
52;Before You Go;Lewis Capaldi;1261206;01.03.21;['uk pop', 'pop']
53;Heather;Conan Gray;1259297;01.03.21;['bedroom pop', 'pop', 'alt z', 'post-teen pop', 'indie pop', 'electropop']
54;SugarCrash!;ElyOtto;1242426;01.03.21;['weirdcore']
55;Best Friend (feat. Doja Cat);Saweetie;1225058;01.03.21;['trap queen', 'pop', 'pop rap', 'cali rap', 'dance pop']
56;For The Night (feat. Lil Baby & DaBaby);Pop Smoke;1170716;01.03.21;['brooklyn drill']
57;La Nota;Manuel Turizo;1166821;01.03.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'trap latino', 'latin']
58;No Te Enamores - Remix;Milly;1162550;01.03.21;['trap latino', 'reggaeton flow', 'reggaeton']
59;Monster (Shawn Mendes & Justin Bieber);Shawn Mendes;1162008;01.03.21;['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']
60;Lonely (with benny blanco);Justin Bieber;1156691;01.03.21;['canadian pop', 'post-teen pop', 'pop']
61;Circles;Post Malone;1154283;01.03.21;['dfw rap', 'melodic rap', 'rap']
62;lovely (with Khalid);Billie Eilish;1142468;01.03.21;['pop', 'electropop']
63;My Head & My Heart;Ava Max;1137700;01.03.21;['pop', 'dance pop', 'post-teen pop']
64;Goosebumps;HVME;1121716;01.03.21;['slap house']
65;death bed (coffee for your head);Powfu;1092101;01.03.21;['sad rap']
66;AP - Music from the film Boogie;Pop Smoke;1087539;01.03.21;['brooklyn drill']
67;Sunflower - Spider-Man: Into the Spider-Verse;Post Malone;1080546;01.03.21;['dfw rap', 'melodic rap', 'rap']
68;Holy (feat. Chance The Rapper);Justin Bieber;1079488;01.03.21;['canadian pop', 'post-teen pop', 'pop']
69;At My Worst;Pink Sweat$;1074861;01.03.21;['bedroom soul', 'pop']
70;Afterglow;Ed Sheeran;1071124;01.03.21;['uk pop', 'pop']
71;TE MUDASTE;Bad Bunny;1057105;01.03.21;['trap latino', 'reggaeton', 'latin']
72;Lucid Dreams;Juice WRLD;1048698;01.03.21;['melodic rap', 'chicago rap']
73;willow;Taylor Swift;1030222;01.03.21;['pop', 'post-teen pop']
74;Relación - Remix;Sech;1005296;01.03.21;['panamanian pop', 'trap latino', 'reggaeton', 'latin']
75;Golden;Harry Styles;1005217;01.03.21;['pop', 'post-teen pop']
76;Savage Love (Laxed - Siren Beat);Jawsh 685;1002821;01.03.21;['nz pop']
77;bad guy;Billie Eilish;1002327;01.03.21;['pop', 'electropop']
78;Shallow;Lady Gaga;999907;01.03.21;['pop', 'post-teen pop', 'dance pop']
79;Only Wanna Be With You - Pokémon 25 Version;Post Malone;999076;01.03.21;['dfw rap', 'melodic rap', 'rap']
80;Life Goes On;BTS;996166;01.03.21;['k-pop boy group', 'k-pop']
81;The Hills;The Weeknd;994850;01.03.21;['canadian pop', 'canadian contemporary r&b', 'pop']
82;goosebumps;Travis Scott;994724;01.03.21;['slap house', 'rap']
83;LOCATION;KAROL G;992069;01.03.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
84;Adore You;Harry Styles;990394;01.03.21;['pop', 'post-teen pop']
85;Snowman;Sia;982968;01.03.21;['pop', 'australian dance', 'australian pop', 'dance pop']
86;Señorita;Shawn Mendes;977520;01.03.21;['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']
87;911;Sech;976282;01.03.21;['panamanian pop', 'trap latino', 'reggaeton', 'latin']
88;Ropa Cara;Camilo;971857;01.03.21;['reggaeton colombiano', 'colombian pop']
89;Memories;Maroon 5;964582;01.03.21;['pop', 'pop rock']
90;The Box;Roddy Ricch;962683;01.03.21;['melodic rap', 'rap', 'trap']
91;Laugh Now Cry Later (feat. Lil Durk);Drake;961609;01.03.21;['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']
92;Fiel;Los Legendarios;956637;01.03.21;['trap latino', 'reggaeton', 'latin']
93;Say You Won't Let Go;James Arthur;949075;01.03.21;['pop', 'uk pop', 'talent show', 'post-teen pop']
94;Back In Blood (feat. Lil Durk);Pooh Shiesty;946020;01.03.21;['tennessee hip hop', 'memphis hip hop', 'trap', 'southern hip hop', 'rap']
95;Believer;Imagine Dragons;945808;01.03.21;['modern rock', 'pop', 'rock']
96;Breaking Me;Topic;944498;01.03.21;['german dance', 'pop dance', 'tropical house', 'edm', 'dance pop', 'pop edm']
97;Chica Ideal;Sebastian Yatra;941052;01.03.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']
98;Hello (feat. A Boogie Wit da Hoodie);Pop Smoke;940180;01.03.21;['brooklyn drill']
99;Daddy Issues;The Neighbourhood;934276;01.03.21;['shimmer pop', 'modern rock', 'pop', 'modern alternative rock']
100;Hasta Abajo;Kevin Roldan;931650;01.03.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'reggaeton flow', 'latin', 'latin hip hop']
101;UN DIA (ONE DAY) (Feat. Tainy);J Balvin;926299;01.03.21;['reggaeton colombiano', 'reggaeton', 'trap latino', 'latin']
102;Mi Niña;Wisin;924583;01.03.21;['latin', 'reggaeton', 'latin hip hop', 'trap latino']
103;Blueberry Faygo;Lil Mosey;924378;01.03.21;['melodic rap', 'rap conscient', 'vapor trap', 'trap', 'rap']
104;BEBÉ;Camilo;921360;01.03.21;['reggaeton colombiano', 'colombian pop']
105;test drive;Ariana Grande;912834;01.03.21;['pop', 'post-teen pop', 'dance pop']
106;Wishing Well;Juice WRLD;911155;01.03.21;['melodic rap', 'chicago rap']
107;In Your Eyes;The Weeknd;900515;01.03.21;['canadian pop', 'canadian contemporary r&b', 'pop']
108;Take Me To Church;Hozier;899678;01.03.21;['irish singer-songwriter', 'pop', 'modern rock']
109;Train Wreck;James Arthur;894602;01.03.21;['pop', 'uk pop', 'talent show', 'post-teen pop']
110;Perfect;Ed Sheeran;893283;01.03.21;['uk pop', 'pop']
111;Jocelyn Flores;XXXTENTACION;887926;01.03.21;['miami hip hop', 'emo rap']
112;Hayloft;Mother Mother;887495;01.03.21;['vancouver indie', 'indie pop']
113;HIGHEST IN THE ROOM;Travis Scott;875884;01.03.21;['slap house', 'rap']
114;Dior;Pop Smoke;873481;01.03.21;['brooklyn drill']
115;Shape of You;Ed Sheeran;872218;01.03.21;['uk pop', 'pop']
116;Take You Dancing;Jason Derulo;870273;01.03.21;['dance pop', 'pop', 'post-teen pop', 'pop rap']
117;HOLIDAY;Lil Nas X;868820;01.03.21;['lgbtq+ hip hop', 'pop rap']
118;Put Your Records On;Ritt Momney;865959;01.03.21;['bedroom pop']
119;Robbery;Juice WRLD;858066;01.03.21;['melodic rap', 'chicago rap']
120;Why'd You Only Call Me When You're High?;Arctic Monkeys;857629;01.03.21;['sheffield indie', 'garage rock', 'permanent wave', 'modern rock', 'rock']
121;Starboy;The Weeknd;849570;01.03.21;['canadian pop', 'canadian contemporary r&b', 'pop']
122;Do I Wanna Know?;Arctic Monkeys;848472;01.03.21;['sheffield indie', 'garage rock', 'permanent wave', 'modern rock', 'rock']
123;All We Got (feat. KIDDO);Robin Schulz;848400;01.03.21;['german dance', 'tropical house', 'deep euro house', 'pop dance', 'deep house', 'edm', 'pop', 'dance pop']
124;Life Is Good (feat. Drake);Future;848071;01.03.21;['rap', 'atl hip hop', 'trap', 'pop rap', 'southern hip hop']
125;Falling;Trevor Daniel;839436;01.03.21;['melodic rap', 'pop rap', 'alternative r&b']
126;I Feel It Coming;The Weeknd;838390;01.03.21;['canadian pop', 'canadian contemporary r&b', 'pop']
127;If the World Was Ending - feat. Julia Michaels;JP Saxe;835330;01.03.21;['indie cafe pop', 'pop', 'canadian contemporary r&b', 'alt z', 'post-teen pop']
128;All of Me;John Legend;834744;01.03.21;['pop soul', 'neo soul', 'pop', 'r&b', 'urban contemporary']
129;Come & Go (with Marshmello);Juice WRLD;833081;01.03.21;['melodic rap', 'chicago rap']
130;All Girls Are The Same;Juice WRLD;832220;01.03.21;['melodic rap', 'chicago rap']
131;Polvo;Nicky Jam;831697;01.03.21;['latin', 'reggaeton', 'latin hip hop', 'trap latino']
132;Love Story (Taylor’s Version);Taylor Swift;829550;01.03.21;['pop', 'post-teen pop']
133;Vida de Rico;Camilo;827968;01.03.21;['reggaeton colombiano', 'colombian pop']
134;Una Locura;Ozuna;826598;01.03.21;['puerto rican pop', 'trap latino', 'reggaeton', 'latin']
135;7 rings;Ariana Grande;822232;01.03.21;['pop', 'post-teen pop', 'dance pop']
136;Stuck with U (with Justin Bieber);Ariana Grande;819243;01.03.21;['pop', 'post-teen pop', 'dance pop']
137;La Tóxica;Farruko;818282;01.03.21;['reggaeton', 'latin', 'latin hip hop', 'trap latino']
138;Falling;Harry Styles;817912;01.03.21;['pop', 'post-teen pop']
139;Somebody That I Used To Know;Gotye;814333;01.03.21;['australian pop']
140;my ex's best friend (with blackbear);Machine Gun Kelly;812821;01.03.21;['ohio hip hop', 'pop rap']
141;Break My Heart;Dua Lipa;810789;01.03.21;['uk pop', 'pop', 'dance pop']
142;Martin & Gina;Polo G;808532;01.03.21;['chicago rap']
143;Parce (feat. Justin Quiles);Maluma;800419;01.03.21;['reggaeton colombiano', 'reggaeton', 'latin']
144;Dreams - 2004 Remaster;Fleetwood Mac;795628;01.03.21;['yacht rock', 'classic rock', 'mellow gold', 'soft rock', 'album rock', 'rock']
145;Tú Me Dejaste De Querer;C. Tangana;795292;01.03.21;['urbano espanol']
146;Bohemian Rhapsody - Remastered 2011;Queen;793738;01.03.21;['glam rock', 'classic rock', 'rock']
147;SAD!;XXXTENTACION;788677;01.03.21;['miami hip hop', 'emo rap']
148;Ride It;Regard;783636;01.03.21;['slap house', 'pop dance', 'tropical house', 'edm', 'dance pop', 'pop edm']
149;SICKO MODE;Travis Scott;781196;01.03.21;['slap house', 'rap']
150;Yellow;Coldplay;779681;01.03.21;['permanent wave', 'pop']
151;La Curiosidad;Jay Wheeler;773400;01.03.21;['trap latino', 'reggaeton', 'latin']
152;when the party's over;Billie Eilish;773129;01.03.21;['pop', 'electropop']
153;Godzilla (feat. Juice WRLD);Eminem;769661;01.03.21;['detroit hip hop', 'rap', 'hip hop']
154;SO DONE;The Kid LAROI;768877;01.03.21;['australian hip hop']
155;everything i wanted;Billie Eilish;767887;01.03.21;['pop', 'electropop']
156;Rain On Me (with Ariana Grande);Lady Gaga;767077;01.03.21;['pop', 'post-teen pop', 'dance pop']
157;Se Te Nota (with Guaynaa);Lele Pons;762156;01.03.21;['viral pop', 'latin pop']
158;Love Not War (The Tampa Beat);Jason Derulo;760677;01.03.21;['dance pop', 'pop', 'post-teen pop', 'pop rap']
159;Mood Swings (feat. Lil Tjay);Pop Smoke;753178;01.03.21;['brooklyn drill']
160;Ponte Pa' Mi;Justin Quiles;744349;01.03.21;['trap latino', 'reggaeton', 'latin']
161;Head Shoulders Knees & Toes (feat. Norma Jean Martine);Ofenbach;742929;01.03.21;['tropical house', 'pop dance', 'new french touch', 'edm']
162;Just the Way You Are;Bruno Mars;742055;01.03.21;['pop', 'post-teen pop', 'dance pop']
163;Star Shopping;Lil Peep;738205;01.03.21;['lgbtq+ hip hop', 'emo rap']
164;Every Breath You Take;The Police;737565;01.03.21;['permanent wave', 'rock', 'classic rock', 'soft rock', 'album rock', 'mellow gold', 'art rock', 'new wave']
165;Tusa;KAROL G;736838;01.03.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
166;POPSTAR (feat. Drake);DJ Khaled;736212;01.03.21;['pop rap', 'rap', 'miami hip hop', 'southern hip hop', 'trap', 'hip hop']
167;How You Like That;BLACKPINK;735348;01.03.21;['k-pop girl group', 'k-pop']
168;Closer;The Chainsmokers;731324;01.03.21;['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']
169;Antes;Anuel AA;728485;01.03.21;['trap boricua', 'trap latino', 'reggaeton', 'reggaeton flow', 'latin']
170;Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track;Jack Harlow;728318;01.03.21;['kentucky hip hop', 'rap', 'deep underground hip hop', 'pop rap']
171;Counting Stars;OneRepublic;725238;01.03.21;['pop rock', 'piano rock', 'pop', 'dance pop', 'post-teen pop']
172;Tapão Na Raba;Raí Saia Rodada;724917;01.03.21;['forro']
173;What Other People Say;Sam Fischer;720869;01.03.21;['uk pop', 'indie cafe pop', 'pop', 'australian pop', 'post-teen pop', 'alt z', 'dance pop']
